871672828	122716869
902568123	839965889
502187643	514173093
857410402	416427271
498485849	205888951
985802761	146418286
709552606	579778240
376363014	168294215
768806863	484766500
442264505	963474387
249421906	606051257
382703913	333324921
345868658	310565508
881654649	548841934
310146719	777702137
958639489	283198154
732768538	623799377
164766095	136800502
528100581	864054896
690356428	233915666
189460858	509453524
398086594	664216928
374813637	846598361
743963331	558054498
284150607	879401113
511855043	291126714
912321811	803683041
497477848	799250735
363661285	199173636
362374068	177129518
505725212	483946107
955137564	753359948
451717257	943017387
289053109	877083529
699882536	742441810
562031126	173915085
135891380	568451325
954524045	903498142
661673845	979228860
547832463	939589650
813419965	963159485
396579654	839100613
489603369	932745024
434807027	909256045
919426720	456843222
693834204	868708365
737328660	158448016
375684090	188253863
287172892	917652538
498613711	790309978
336623476	887144958
212385398	310565508
845613556	629409018
190365973	926335152
973840752	219507528
672086147	383594090
410597953	739650286
568395656	731402200
794794839	550534389
991410124	153264215
664766622	740877764
438776139	862496707
122285533	623142238
517341923	650367306
629777546	943690110
172673748	768482475
936777123	653493171
913060894	497958097
554501266	968101737
865608525	828093225
292096867	731918270
483545879	512812869
216221816	493356795
614570288	852813862
476271317	287165354
281488206	754258353
291003474	642580266
924502109	616321227
562263997	876912414
838882468	982353161
176517580	894830677
915995532	915185398
161379742	192351567
160206843	614523911
800037456	767559728
982729950	524871778
206081309	105188034
965747511	930454387
368974284	898152066
645477725	695698817
696377358	797713735
495791042	527809594
397780771	567294317
299467896	151552357
774392910	719761398
159822649	726591810
418910528	688787564
770076775	935392409
436912652	756389997
771369224	204976372
322259445	516681718
640947546	583756449
815889789	968448047
457079121	683654260
453159967	690165592
307084592	644552213
891366241	910207826
690697774	215326057
727738297	389092541
316400412	471053815
812752953	151782135
483965959	119956094
286211758	244292950
583865886	219280755
411905993	561699145
230837099	339607180
619595742	877198740
863331827	911329399
116217803	496151804
327025354	835662717
916297061	348933102
350809209	792156802
812207139	172056590
565493497	526931534
579332030	880080372
289390991	631171239
301908234	386420856
410597953	815967439
194817910	110229809
690831925	191969252
750714000	483764151
415867468	382810547
867808087	271562104
142358055	689570500
438218881	758116169
149585294	797713735
175584579	456876916
790814269	331362399
190466901	366928064
168727395	310587339
991324767	493252902
442385945	379284121
290986386	463550105
811279116	862491859
141377473	422981627
634835506	656546319
899518921	772717330
573278851	631008032
625042402	968481282
807754907	938934455
170370734	618063080
190998538	916910421
600222729	983493595
582124117	787083718
596680087	707123588
689902939	574951278
811517092	396337496
155419476	402400135
264279950	226368729
232779283	295652598
611071315	600012396
780388312	456519126
477017941	446895589
225472399	973391998
572795679	899647184
693744935	230744085
